"","X","gvkey","viol","datadate","gvkey.1","datadate.1","datacqtr","datafqtr","Index"
"2",13,1021,1,"30.09.2006",1021,"30.09.2006","2006Q3","2007Q1",2
"4",26,1034,1,"30.06.2005",1034,"30.06.2005","2005Q2","2005Q2",4
"8",48,1045,1,"31.03.2006",1045,"31.03.2006","2006Q1","2006Q1",8
"9",61,1050,1,"30.06.2004",1050,"30.06.2004","2004Q2","2004Q2",9
"17",123,1104,1,"31.03.2006",1104,"31.03.2006","2006Q1","2006Q1",17
"20",146,1109,1,"31.12.2006",1109,"31.12.2006","2006Q4","2006Q4",20
"22",167,1117,1,"31.03.2007",1117,"31.03.2007","2007Q1","2007Q1",22
"28",189,1173,1,"31.07.2007",1173,"31.07.2007","2007Q2","2007Q2",28
"32",222,1239,1,"30.09.2006",1239,"30.09.2006","2006Q3","2006Q4",32
"39",263,1266,1,"31.05.2007",1266,"31.05.2007","2007Q2","2007Q3",39
"49",319,1360,1,"30.09.2006",1360,"30.09.2006","2006Q3","2006Q2",49
"60",372,1496,1,"31.12.2005",1496,"31.12.2005","2005Q4","2005Q4",60
"63",387,1523,1,"31.03.2006",1523,"31.03.2006","2006Q1","2006Q1",63
"79",433,1651,1,"30.09.2007",1651,"30.09.2007","2007Q3","2007Q4",79
"80",448,1655,1,"31.07.2006",1655,"31.07.2006","2006Q2","2006Q2",80
"81",458,1677,1,"30.06.2004",1677,"30.06.2004","2004Q2","2004Q2",81
"93",502,1783,1,"28.02.2006",1783,"28.02.2006","2006Q1","2006Q1",93
"94",515,1823,1,"31.12.2004",1823,"31.12.2004","2004Q4","2004Q4",94
"103",551,1878,1,"31.07.2006",1878,"31.07.2006","2006Q2","2006Q2",103
"112",567,1902,1,"30.09.2005",1902,"30.09.2005","2005Q3","2005Q3",112
"120",595,1906,1,"31.12.2007",1906,"31.12.2007","2007Q4","2007Q4",120
"132",615,1974,1,"30.06.2005",1974,"30.06.2005","2005Q2","2005Q2",132
"136",632,2033,1,"31.12.2004",2033,"31.12.2004","2004Q4","2005Q1",136
"142",673,2080,1,"30.11.2006",2080,"30.11.2006","2006Q4","2006Q4",142
"143",688,2085,1,"30.09.2005",2085,"30.09.2005","2005Q3","2005Q3",143
"151",715,2163,1,"31.03.2004",2163,"31.03.2004","2004Q1","2003Q4",151
"155",735,2193,1,"30.06.2004",2193,"30.06.2004","2004Q2","2004Q2",155
"159",748,2204,1,"31.12.2004",2204,"31.12.2004","2004Q4","2004Q4",159
"161",770,2251,1,"31.12.2005",2251,"31.12.2005","2005Q4","2005Q4",161
"162",777,2251,1,"30.09.2007",2251,"30.09.2007","2007Q3","2007Q3",162
"164",790,2259,1,"31.12.2005",2259,"31.12.2005","2005Q4","2005Q4",164
"182",834,2269,1,"31.01.2007",2269,"31.01.2007","2006Q4","2006Q3",182
"186",851,2270,1,"30.06.2006",2270,"30.06.2006","2006Q2","2006Q2",186
"188",869,2299,1,"30.11.2005",2299,"30.11.2005","2005Q4","2005Q4",188
"195",888,2340,1,"30.09.2005",2340,"30.09.2005","2005Q3","2005Q3",195
"198",909,2346,1,"31.12.2005",2346,"31.12.2005","2005Q4","2005Q4",198
"199",928,2403,1,"30.09.2005",2403,"30.09.2005","2005Q3","2005Q3",199
"208",965,2504,1,"31.12.2004",2504,"31.12.2004","2004Q4","2004Q4",208
"211",984,2521,1,"31.12.2004",2521,"31.12.2004","2004Q4","2004Q4",211
"218",1006,2561,1,"30.09.2005",2561,"30.09.2005","2005Q3","2005Q2",218
"223",1038,2589,1,"30.09.2004",2589,"30.09.2004","2004Q3","2004Q3",223
"224",1065,2602,1,"30.06.2006",2602,"30.06.2006","2006Q2","2006Q4",224
"225",1072,2606,1,"31.03.2004",2606,"31.03.2004","2004Q1","2003Q4",225
"227",1105,2615,1,"31.05.2007",2615,"31.05.2007","2007Q2","2007Q1",227
"231",1132,2817,1,"31.12.2004",2817,"31.12.2004","2004Q4","2004Q4",231
"232",1162,2845,1,"30.06.2007",2845,"30.06.2007","2007Q2","2007Q1",232
"233",1173,2870,1,"30.06.2005",2870,"30.06.2005","2005Q2","2005Q2",233
"234",1195,2903,1,"31.03.2006",2903,"31.03.2006","2006Q1","2005Q4",234
"237",1214,2918,1,"30.06.2006",2918,"30.06.2006","2006Q2","2006Q2",237
"242",1228,2942,1,"30.04.2005",2942,"30.04.2005","2005Q1","2005Q3",242
"243",1233,2942,1,"31.07.2006",2942,"31.07.2006","2006Q2","2006Q4",243
"244",1249,3026,1,"31.12.2005",3026,"31.12.2005","2005Q4","2005Q4",244
"246",1267,3031,1,"30.06.2005",3031,"30.06.2005","2005Q2","2005Q2",246
"250",1305,3041,1,"31.12.2004",3041,"31.12.2004","2004Q4","2004Q4",250
"254",1333,3107,1,"31.12.2006",3107,"31.12.2006","2006Q4","2006Q4",254
"256",1349,3116,1,"31.12.2005",3116,"31.12.2005","2005Q4","2005Q3",256
"261",1369,3126,1,"31.12.2005",3126,"31.12.2005","2005Q4","2005Q4",261
"264",1391,3157,1,"30.06.2006",3157,"30.06.2006","2006Q2","2006Q3",264
"265",1404,3178,1,"31.10.2004",3178,"31.10.2004","2004Q3","2004Q4",265
"267",1421,3184,1,"30.06.2006",3184,"30.06.2006","2006Q2","2006Q2",267
"268",1426,3184,1,"30.09.2007",3184,"30.09.2007","2007Q3","2007Q3",268
"269",1435,3229,1,"31.12.2004",3229,"31.12.2004","2004Q4","2004Q4",269
"275",1466,3310,1,"31.03.2006",3310,"31.03.2006","2006Q1","2005Q4",275
"276",1488,3336,1,"31.12.2006",3336,"31.12.2006","2006Q4","2006Q3",276
"282",1515,3369,1,"31.12.2004",3369,"31.12.2004","2004Q4","2005Q2",282
"292",1532,3416,1,"30.09.2004",3416,"30.09.2004","2004Q3","2004Q3",292
"296",1561,3465,1,"31.12.2006",3465,"31.12.2006","2006Q4","2006Q4",296
"300",1572,3580,1,"30.09.2004",3580,"30.09.2004","2004Q3","2004Q3",300
"302",1602,3584,1,"30.06.2007",3584,"30.06.2007","2007Q2","2007Q2",302
"304",1612,3600,1,"31.12.2004",3600,"31.12.2004","2004Q4","2004Q4",304
"309",1650,3734,1,"31.12.2004",3734,"31.12.2004","2004Q4","2004Q4",309
"312",1670,3793,1,"31.12.2004",3793,"31.12.2004","2004Q4","2004Q4",312
"313",1695,3833,1,"31.12.2007",3833,"31.12.2007","2007Q4","2007Q4",313
"329",1726,3851,1,"31.03.2006",3851,"31.03.2006","2006Q1","2006Q1",329
"337",1764,3897,1,"30.09.2005",3897,"30.09.2005","2005Q3","2005Q3",337
"338",1779,3937,1,"31.03.2005",3937,"31.03.2005","2005Q1","2004Q4",338
"339",1797,3949,1,"31.07.2004",3949,"31.07.2004","2004Q2","2004Q4",339
"346",1843,3969,1,"31.03.2007",3969,"31.03.2007","2007Q1","2007Q1",346
"353",1860,3980,1,"30.06.2006",3980,"30.06.2006","2006Q2","2006Q3",353
"361",1902,4036,1,"31.01.2007",4036,"31.01.2007","2006Q4","2007Q2",361
"362",1909,4078,1,"30.06.2004",4078,"30.06.2004","2004Q2","2004Q2",362
"365",1919,4108,1,"31.03.2004",4108,"31.03.2004","2004Q1","2004Q1",365
"372",1946,4127,1,"31.12.2005",4127,"31.12.2005","2005Q4","2005Q4",372
"378",1968,4128,1,"30.06.2006",4128,"30.06.2006","2006Q2","2006Q2",378
"384",1982,4168,1,"30.11.2004",4168,"30.11.2004","2004Q4","2004Q4",384
"385",1987,4186,1,"31.03.2004",4186,"31.03.2004","2004Q1","2004Q1",385
"388",2031,4279,1,"31.03.2005",4279,"31.03.2005","2005Q1","2005Q1",388
"393",2059,4322,1,"31.03.2007",4322,"31.03.2007","2007Q1","2006Q4",393
"396",2070,4331,1,"31.12.2004",4331,"31.12.2004","2004Q4","2004Q4",396
"418",2116,4467,1,"30.06.2006",4467,"30.06.2006","2006Q2","2006Q2",418
"430",2178,4515,1,"31.12.2006",4515,"31.12.2006","2006Q4","2007Q2",430
"437",2196,4568,1,"31.03.2006",4568,"31.03.2006","2006Q1","2006Q1",437
"438",2210,4595,1,"31.12.2004",4595,"31.12.2004","2004Q4","2004Q4",438
"444",2228,4608,1,"31.12.2004",4608,"31.12.2004","2004Q4","2004Q4",444
"446",2246,4622,1,"31.12.2004",4622,"31.12.2004","2004Q4","2004Q4",446
"447",2254,4622,1,"31.12.2006",4622,"31.12.2006","2006Q4","2006Q4",447
"449",2263,4735,1,"31.03.2004",4735,"31.03.2004","2004Q1","2004Q3",449
"450",2268,4768,1,"30.04.2004",4768,"30.04.2004","2004Q1","2003Q4",450
"457",2317,4911,1,"31.08.2005",4911,"31.08.2005","2005Q3","2005Q1",457
"458",2333,5018,1,"31.08.2004",5018,"31.08.2004","2004Q3","2004Q3",458
"462",2355,5032,1,"31.03.2005",5032,"31.03.2005","2005Q1","2005Q1",462
"469",2379,5074,1,"30.09.2004",5074,"30.09.2004","2004Q3","2004Q3",469
"471",2414,5142,1,"30.04.2004",5142,"30.04.2004","2004Q1","2003Q4",471
"473",2427,5142,1,"31.07.2007",5142,"31.07.2007","2007Q2","2007Q1",473
"474",2436,5284,1,"31.12.2004",5284,"31.12.2004","2004Q4","2004Q4",474
"476",2460,5301,1,"30.11.2005",5301,"30.11.2005","2005Q4","2005Q3",476
"478",2467,5301,1,"31.08.2007",5301,"31.08.2007","2007Q3","2007Q2",478
"479",2476,5327,1,"31.12.2004",5327,"31.12.2004","2004Q4","2004Q4",479
"491",2504,5336,1,"31.12.2006",5336,"31.12.2006","2006Q4","2006Q4",491
"503",2540,5421,1,"31.03.2006",5421,"31.03.2006","2006Q1","2006Q1",503
"506",2550,5432,1,"31.12.2004",5432,"31.12.2004","2004Q4","2004Q3",506
"514",2577,5439,1,"30.09.2006",5439,"30.09.2006","2006Q3","2006Q3",514
"516",2598,5458,1,"31.10.2006",5458,"31.10.2006","2006Q3","2006Q2",516
"520",2612,5513,1,"31.07.2005",5513,"31.07.2005","2005Q2","2005Q3",520
"530",2632,5600,1,"31.12.2007",5600,"31.12.2007","2007Q4","2007Q4",530
"532",2664,5621,1,"31.12.2005",5621,"31.12.2005","2005Q4","2006Q1",532
"534",2671,5621,1,"30.09.2007",5621,"30.09.2007","2007Q3","2007Q4",534
"535",2682,5671,1,"30.09.2005",5671,"30.09.2005","2005Q3","2005Q3",535
"537",2703,5697,1,"31.12.2005",5697,"31.12.2005","2005Q4","2005Q4",537
"549",2766,5750,1,"31.10.2007",5750,"31.10.2007","2007Q3","2007Q4",549
"556",2786,5826,1,"30.09.2005",5826,"30.09.2005","2005Q3","2005Q4",556
"564",2800,5831,1,"30.06.2004",5831,"30.06.2004","2004Q2","2004Q3",564
"565",2807,5831,1,"31.03.2006",5831,"31.03.2006","2006Q1","2006Q2",565
"568",2821,5973,1,"31.12.2004",5973,"31.12.2004","2004Q4","2005Q1",568
"575",2889,6025,1,"30.06.2007",6025,"30.06.2007","2007Q2","2007Q2",575
"579",2917,6044,1,"30.06.2004",6044,"30.06.2004","2004Q2","2004Q2",579
"585",2934,6110,1,"31.03.2006",6110,"31.03.2006","2006Q1","2006Q1",585
"586",2958,6115,1,"31.03.2007",6115,"31.03.2007","2007Q1","2007Q1",586
"587",2971,6124,1,"30.06.2005",6124,"30.06.2005","2005Q2","2005Q4",587
"597",3011,6158,1,"30.09.2006",6158,"30.09.2006","2006Q3","2006Q3",597
"599",3030,6185,1,"30.06.2006",6185,"30.06.2006","2006Q2","2006Q3",599
"613",3065,6242,1,"31.12.2005",6242,"31.12.2005","2005Q4","2005Q4",613
"617",3085,6335,1,"31.12.2005",6335,"31.12.2005","2005Q4","2005Q4",617
"620",3101,6349,1,"31.12.2004",6349,"31.12.2004","2004Q4","2004Q4",620
"621",3110,6349,1,"30.06.2007",6349,"30.06.2007","2007Q2","2007Q2",621
"623",3120,6410,1,"31.01.2005",6410,"31.01.2005","2004Q4","2004Q3",623
"629",3162,6433,1,"31.03.2007",6433,"31.03.2007","2007Q1","2007Q3",629
"632",3180,6437,1,"31.03.2007",6437,"31.03.2007","2007Q1","2007Q1",632
"633",3191,6475,1,"31.12.2004",6475,"31.12.2004","2004Q4","2004Q4",633
"635",3212,6528,1,"31.12.2006",6528,"31.12.2006","2006Q4","2006Q4",635
"636",3231,6543,1,"30.04.2007",6543,"30.04.2007","2007Q1","2006Q4",636
"638",3241,6571,1,"31.12.2004",6571,"31.12.2004","2004Q4","2004Q4",638
"639",3269,6619,1,"31.05.2007",6619,"31.05.2007","2007Q2","2006Q4",639
"640",3284,6669,1,"31.05.2006",6669,"31.05.2006","2006Q2","2006Q2",640
"642",3290,6669,1,"30.11.2007",6669,"30.11.2007","2007Q4","2007Q4",642
"643",3304,6678,1,"30.06.2006",6678,"30.06.2006","2006Q2","2006Q2",643
"657",3370,6839,1,"30.09.2007",6839,"30.09.2007","2007Q3","2007Q3",657
"658",3379,6845,1,"31.12.2004",6845,"31.12.2004","2004Q4","2004Q4",658
"661",3399,6848,1,"31.12.2004",6848,"31.12.2004","2004Q4","2004Q4",661
"663",3406,6848,1,"30.09.2006",6848,"30.09.2006","2006Q3","2006Q3",663
"667",3416,6873,1,"31.03.2004",6873,"31.03.2004","2004Q1","2004Q1",667
"674",3443,6963,1,"31.12.2006",6963,"31.12.2006","2006Q4","2006Q4",674
"679",3477,6995,1,"30.06.2005",6995,"30.06.2005","2005Q2","2005Q2",679
"681",3507,7017,1,"31.12.2007",7017,"31.12.2007","2007Q4","2007Q4",681
"684",3520,7066,1,"31.03.2006",7066,"31.03.2006","2006Q1","2005Q4",684
"685",3535,7092,1,"30.06.2006",7092,"30.06.2006","2006Q2","2006Q4",685
"686",3544,7107,1,"29.02.2004",7107,"29.02.2004","2004Q1","2003Q4",686
"694",3570,7117,1,"30.09.2005",7117,"30.09.2005","2005Q3","2005Q3",694
"698",3598,7132,1,"31.10.2004",7132,"31.10.2004","2004Q3","2004Q4",698
"705",3625,7203,1,"30.09.2007",7203,"30.09.2007","2007Q3","2007Q3",705
"707",3640,7250,1,"30.06.2006",7250,"30.06.2006","2006Q2","2006Q1",707
"709",3659,7268,1,"31.03.2006",7268,"31.03.2006","2006Q1","2006Q1",709
"714",3680,7336,1,"30.06.2006",7336,"30.06.2006","2006Q2","2006Q2",714
"723",3709,7486,1,"31.12.2007",7486,"31.12.2007","2007Q4","2007Q3",723
"724",3718,7526,1,"31.03.2005",7526,"31.03.2005","2005Q1","2005Q1",724
"732",3758,7636,1,"30.06.2006",7636,"30.06.2006","2006Q2","2006Q2",732
"738",3777,7672,1,"30.09.2004",7672,"30.09.2004","2004Q3","2004Q3",738
"752",3846,7750,1,"30.06.2007",7750,"30.06.2007","2007Q2","2007Q2",752
"755",3865,7781,1,"31.01.2007",7781,"31.01.2007","2006Q4","2006Q4",755
"756",3886,7817,1,"31.12.2007",7817,"31.12.2007","2007Q4","2007Q4",756
"763",3959,7938,1,"30.09.2004",7938,"30.09.2004","2004Q3","2004Q3",763
"764",3981,7970,1,"31.03.2005",7970,"31.03.2005","2005Q1","2005Q1",764
"765",4011,8017,1,"31.08.2007",8017,"31.08.2007","2007Q3","2007Q2",765
"766",4016,8060,1,"31.03.2006",8060,"31.03.2006","2006Q1","2006Q1",766
"772",4035,8073,1,"31.12.2005",8073,"31.12.2005","2005Q4","2005Q4",772
"773",4051,8087,1,"31.12.2004",8087,"31.12.2004","2004Q4","2004Q3",773
"779",4073,8092,1,"30.06.2005",8092,"30.06.2005","2005Q2","2005Q1",779
"787",4107,8109,1,"31.12.2005",8109,"31.12.2005","2005Q4","2005Q4",787
"797",4141,8162,1,"31.12.2006",8162,"31.12.2006","2006Q4","2006Q4",797
"801",4151,8229,1,"30.06.2004",8229,"30.06.2004","2004Q2","2004Q2",801
"804",4161,8229,1,"31.12.2006",8229,"31.12.2006","2006Q4","2006Q4",804
"807",4180,8266,1,"31.10.2006",8266,"31.10.2006","2006Q3","2006Q2",807
"810",4219,8334,1,"30.06.2007",8334,"30.06.2007","2007Q2","2007Q2",810
"818",4248,8386,1,"31.03.2007",8386,"31.03.2007","2007Q1","2007Q1",818
"821",4260,8387,1,"31.03.2005",8387,"31.03.2005","2005Q1","2005Q1",821
"823",4283,8486,1,"31.12.2005",8486,"31.12.2005","2005Q4","2005Q4",823
"824",4301,8512,1,"30.06.2005",8512,"30.06.2005","2005Q2","2005Q2",824
"841",4334,8579,1,"28.02.2006",8579,"28.02.2006","2006Q1","2005Q4",841
"842",4358,8599,1,"31.03.2007",8599,"31.03.2007","2007Q1","2006Q4",842
"843",4372,8675,1,"30.09.2005",8675,"30.09.2005","2005Q3","2005Q3",843
"861",4425,8881,1,"30.06.2004",8881,"30.06.2004","2004Q2","2004Q4",861
"862",4446,8964,1,"31.03.2005",8964,"31.03.2005","2005Q1","2005Q1",862
"865",4457,9023,1,"31.03.2005",9023,"31.03.2005","2005Q1","2005Q3",865
"866",4477,9112,1,"31.12.2005",9112,"31.12.2005","2005Q4","2006Q1",866
"869",4488,9125,1,"31.05.2005",9125,"31.05.2005","2005Q2","2004Q4",869
"880",4512,9230,1,"31.03.2005",9230,"31.03.2005","2005Q1","2005Q1",880
"882",4519,9230,1,"31.12.2006",9230,"31.12.2006","2006Q4","2006Q4",882
"887",4529,9242,1,"30.06.2004",9242,"30.06.2004","2004Q2","2004Q2",887
"890",4551,9259,1,"30.11.2004",9259,"30.11.2004","2004Q4","2004Q4",890
"894",4566,9289,1,"31.03.2005",9289,"31.03.2005","2005Q1","2005Q1",894
"895",4585,9298,1,"30.06.2005",9298,"30.06.2005","2005Q2","2005Q2",895
"898",4597,9311,1,"31.10.2004",9311,"31.10.2004","2004Q3","2004Q4",898
"899",4613,9355,1,"31.12.2004",9355,"31.12.2004","2004Q4","2004Q4",899
"907",4634,9367,1,"31.03.2005",9367,"31.03.2005","2005Q1","2005Q2",907
"915",4659,9443,1,"31.03.2004",9443,"31.03.2004","2004Q1","2004Q1",915
"921",4685,9481,1,"31.03.2005",9481,"31.03.2005","2005Q1","2005Q1",921
"937",4744,9590,1,"31.03.2006",9590,"31.03.2006","2006Q1","2006Q1",937
"941",4765,9607,1,"30.06.2006",9607,"30.06.2006","2006Q2","2006Q2",941
"948",4780,9614,1,"31.03.2005",9614,"31.03.2005","2005Q1","2005Q1",948
"950",4797,9679,1,"30.06.2004",9679,"30.06.2004","2004Q2","2004Q1",950
"955",4820,9686,1,"30.06.2007",9686,"30.06.2007","2007Q2","2007Q2",955
"969",4855,9841,1,"30.09.2006",9841,"30.09.2006","2006Q3","2006Q3",969
"971",4864,9846,1,"31.03.2004",9846,"31.03.2004","2004Q1","2004Q1",971
"972",4877,9846,1,"30.06.2007",9846,"30.06.2007","2007Q2","2007Q2",972
"973",4884,9849,1,"31.03.2004",9849,"31.03.2004","2004Q1","2004Q1",973
"975",4906,9898,1,"30.09.2004",9898,"30.09.2004","2004Q3","2004Q3",975
"983",4939,9954,1,"31.03.2005",9954,"31.03.2005","2005Q1","2005Q1",983
"984",4948,9954,1,"30.06.2007",9954,"30.06.2007","2007Q2","2007Q2",984
"987",4957,9960,1,"30.09.2004",9960,"30.09.2004","2004Q3","2005Q1",987
"993",4975,9969,1,"31.03.2007",9969,"31.03.2007","2007Q1","2007Q1",993
"995",4985,10000,1,"30.09.2004",10000,"30.09.2004","2004Q3","2004Q3",995
"1000",5018,10002,1,"31.12.2007",10002,"31.12.2007","2007Q4","2007Q4",1000
"1007",5047,10159,1,"30.09.2006",10159,"30.09.2006","2006Q3","2006Q4",1007
"1017",5081,10232,1,"30.06.2005",10232,"30.06.2005","2005Q2","2005Q2",1017
"1019",5100,10235,1,"31.05.2006",10235,"31.05.2006","2006Q2","2006Q1",1019
"1021",5135,10244,1,"31.03.2005",10244,"31.03.2005","2005Q1","2004Q4",1021
"1022",5156,10266,1,"30.06.2005",10266,"30.06.2005","2005Q2","2005Q2",1022
"1023",5165,10277,1,"31.12.2004",10277,"31.12.2004","2004Q4","2004Q4",1023
"1025",5186,10297,1,"31.03.2005",10297,"31.03.2005","2005Q1","2005Q3",1025
"1027",5195,10297,1,"30.06.2007",10297,"30.06.2007","2007Q2","2007Q4",1027
"1028",5211,10310,1,"31.12.2006",10310,"31.12.2006","2006Q4","2006Q4",1028
"1034",5231,10331,1,"31.07.2004",10331,"31.07.2004","2004Q2","2004Q2",1034
"1041",5266,10349,1,"31.05.2004",10349,"31.05.2004","2004Q2","2003Q4",1041
"1042",5289,10353,1,"28.02.2005",10353,"28.02.2005","2005Q1","2004Q3",1042
"1043",5294,10353,1,"31.05.2006",10353,"31.05.2006","2006Q2","2005Q4",1043
"1045",5314,10380,1,"30.06.2006",10380,"30.06.2006","2006Q2","2006Q4",1045
"1046",5328,10386,1,"30.06.2005",10386,"30.06.2005","2005Q2","2005Q2",1046
"1050",5344,10411,1,"30.06.2004",10411,"30.06.2004","2004Q2","2004Q2",1050
"1051",5349,10411,1,"30.09.2005",10411,"30.09.2005","2005Q3","2005Q3",1051
"1054",5363,10439,1,"29.02.2004",10439,"29.02.2004","2004Q1","2003Q4",1054
"1061",5376,10439,1,"31.05.2007",10439,"31.05.2007","2007Q2","2007Q1",1061
"1062",5385,10532,1,"31.03.2005",10532,"31.03.2005","2005Q1","2004Q4",1062
"1067",5406,10565,1,"30.06.2005",10565,"30.06.2005","2005Q2","2005Q1",1067
"1070",5429,10567,1,"30.06.2006",10567,"30.06.2006","2006Q2","2006Q2",1070
"1075",5461,10615,1,"31.03.2007",10615,"31.03.2007","2007Q1","2007Q1",1075
"1088",5487,10658,1,"31.12.2005",10658,"31.12.2005","2005Q4","2005Q4",1088
"1093",5503,10676,1,"31.12.2004",10676,"31.12.2004","2004Q4","2004Q4",1093
"1095",5521,10685,1,"30.06.2004",10685,"30.06.2004","2004Q2","2004Q1",1095
"1108",5554,10692,1,"30.09.2007",10692,"30.09.2007","2007Q3","2007Q2",1108
"1109",5573,10726,1,"30.06.2007",10726,"30.06.2007","2007Q2","2007Q2",1109
"1114",5612,10793,1,"30.06.2006",10793,"30.06.2006","2006Q2","2006Q3",1114
"1115",5625,10795,1,"31.12.2004",10795,"31.12.2004","2004Q4","2004Q4",1115
"1117",5643,10839,1,"30.06.2004",10839,"30.06.2004","2004Q2","2004Q4",1117
"1118",5650,10839,1,"31.03.2006",10839,"31.03.2006","2006Q1","2006Q3",1118
"1119",5675,10860,1,"31.12.2007",10860,"31.12.2007","2007Q4","2007Q4",1119
"1121",5689,10884,1,"30.06.2006",10884,"30.06.2006","2006Q2","2006Q2",1121
"1131",5750,11017,1,"31.12.2005",11017,"31.12.2005","2005Q4","2005Q3",1131
"1134",5763,11056,1,"30.06.2004",11056,"30.06.2004","2004Q2","2004Q2",1134
"1135",5785,11147,1,"31.12.2004",11147,"31.12.2004","2004Q4","2004Q4",1135
"1141",5806,11169,1,"30.11.2005",11169,"30.11.2005","2005Q4","2005Q3",1141
"1149",5846,11213,1,"31.01.2006",11213,"31.01.2006","2005Q4","2006Q1",1149
"1150",5853,11213,1,"31.10.2007",11213,"31.10.2007","2007Q3","2007Q4",1150
"1151",5860,11286,1,"30.09.2004",11286,"30.09.2004","2004Q3","2004Q3",1151
"1152",5865,11286,1,"31.12.2005",11286,"31.12.2005","2005Q4","2005Q4",1152
"1160",5882,11291,1,"31.03.2005",11291,"31.03.2005","2005Q1","2005Q1",1160
"1162",5905,11310,1,"31.12.2005",11310,"31.12.2005","2005Q4","2006Q2",1162
"1169",5939,11361,1,"30.09.2005",11361,"30.09.2005","2005Q3","2005Q3",1169
"1172",5965,11440,1,"30.06.2005",11440,"30.06.2005","2005Q2","2005Q2",1172
"1173",5986,11450,1,"30.09.2005",11450,"30.09.2005","2005Q3","2005Q3",1173
"1174",5995,11450,1,"31.12.2007",11450,"31.12.2007","2007Q4","2007Q4",1174
"1175",6003,11462,1,"31.12.2004",11462,"31.12.2004","2004Q4","2004Q4",1175
"1177",6012,11462,1,"31.03.2007",11462,"31.03.2007","2007Q1","2007Q1",1177
"1186",6050,11511,1,"31.10.2006",11511,"31.10.2006","2006Q3","2006Q3",1186
"1194",6069,11535,1,"31.12.2004",11535,"31.12.2004","2004Q4","2005Q2",1194
"1197",6083,11644,1,"31.03.2005",11644,"31.03.2005","2005Q1","2005Q1",1197
"1201",6107,11667,1,"30.06.2006",11667,"30.06.2006","2006Q2","2006Q1",1201
"1202",6123,11670,1,"31.12.2005",11670,"31.12.2005","2005Q4","2005Q4",1202
"1205",6148,11721,1,"31.03.2007",11721,"31.03.2007","2007Q1","2007Q2",1205
"1206",6157,11748,1,"31.08.2004",11748,"31.08.2004","2004Q3","2004Q4",1206
"1207",6179,11836,1,"31.03.2006",11836,"31.03.2006","2006Q1","2006Q2",1207
"1219",6219,11907,1,"31.03.2007",11907,"31.03.2007","2007Q1","2007Q1",1219
"1223",6230,12046,1,"31.12.2004",12046,"31.12.2004","2004Q4","2004Q4",1223
"1225",6253,12047,1,"30.09.2005",12047,"30.09.2005","2005Q3","2005Q3",1225
"1229",6271,12075,1,"30.06.2005",12075,"30.06.2005","2005Q2","2005Q4",1229
"1230",6278,12075,1,"31.03.2007",12075,"31.03.2007","2007Q1","2007Q3",1230
"1233",6298,12091,1,"30.09.2007",12091,"30.09.2007","2007Q3","2007Q3",1233
"1234",6312,12123,1,"31.01.2006",12123,"31.01.2006","2005Q4","2005Q4",1234
"1235",6325,12212,1,"30.06.2004",12212,"30.06.2004","2004Q2","2004Q2",1235
"1240",6359,12215,1,"31.12.2007",12215,"31.12.2007","2007Q4","2007Q4",1240
"1241",6368,12234,1,"31.01.2005",12234,"31.01.2005","2004Q4","2004Q4",1241
"1242",6376,12234,1,"31.01.2007",12234,"31.01.2007","2006Q4","2006Q4",1242
"1243",6385,12246,1,"31.03.2005",12246,"31.03.2005","2005Q1","2005Q1",1243
